id,text,route_airports,q_line,fir,q_code,traffic,purpose,scope,lower_limit,upper_limit,coords_radius,a_field,b_field,c_field,d_field,e_field,category,severity
KORD-6-9322,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2605111419
C) 2608051418EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
ILS OR LOC RWY 22R, AMDT 10...
RNAV (GPS) RWY 22R, AMDT 2C...
DISREGARD NOTE: LNAV PROCEDURE NA DURING SIMULTANEOUS OPERATIONS.
I-RXZ ILS OR GLIDESLOPE OUT OF SERVICE..",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2605111419,2608051418EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
ILS OR LOC RWY 22R, AMDT 10...
RNAV (GPS) RWY 22R, AMDT 2C...
DISREGARD NOTE: LNAV PROCEDURE NA DURING SIMULTANEOUS OPERATIONS.
I-RXZ ILS OR GLIDESLOPE OUT OF SERVICE..",navaid,advisory
KORD-05-542,"05/542 NOTAMR 
Q) KZAU/QMXLC/IV/M/A/000/999/4158N08754W005 
A) KORD 
B) 2605141133 
C) 2607311200 

E) TWY SS1 BTN TWY MM AND TWY SS CLSDTWY SSRSTRCTN>0? TO| ACFT WINGSPAN MORE THAN 225FT",KORD,KZAU/QMXLC/IV/M/A/000/999/4158N08754W005,KZAU,QMXLC,IV,M,A,0.0,999.0,4158N08754W005,KORD,2605141133,2607311200,,TWY SS1 BTN TWY MM AND TWY SS CLSDTWY SSRSTRCTN>0? TO| ACFT WINGSPAN MORE THAN 225FT,taxiway,advisory
KORD-05-543,"05/543 NOTAMR 
Q) KZAU/QMXLC/IV/M/A/000/999/4158N08754W005 
A) KORD 
B) 2605141134 
C) 2607311200 

E) TWY SS BTN TWY A AND TWY J CLSDTWY JRSTRCTN>0? TO| ACFT WINGSPAN MORE THAN 225FT",KORD,KZAU/QMXLC/IV/M/A/000/999/4158N08754W005,KZAU,QMXLC,IV,M,A,0.0,999.0,4158N08754W005,KORD,2605141134,2607311200,,TWY SS BTN TWY A AND TWY J CLSDTWY JRSTRCTN>0? TO| ACFT WINGSPAN MORE THAN 225FT,taxiway,advisory
KORD-6-0329,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2605131743
C) 2612231728EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 4R, AMDT 1D...
PROFILE NOTE: VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 67).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2605131743,2612231728EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 4R, AMDT 1D...
PROFILE NOTE: VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 67).",navaid,advisory
KORD-6-0330,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2605131823
C) 2612231822EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 9L, AMDT 4...
PROFILE NOTE: VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 69).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2605131823,2612231822EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 9L, AMDT 4...
PROFILE NOTE: VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 69).",navaid,advisory
KORD-6-0331,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2605131832
C) 2612231826EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
ILS OR LOC RWY 9L, AMDT 4B...
ILS RWY 9L SA CAT I, AMDT 4B... ILS RWY 9L CAT II/III, AMDT 4B... PROFILE NOTE: VGSI AND ILS GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 69).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2605131832,2612231826EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
ILS OR LOC RWY 9L, AMDT 4B...
ILS RWY 9L SA CAT I, AMDT 4B... ILS RWY 9L CAT II/III, AMDT 4B... PROFILE NOTE: VGSI AND ILS GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 69).",navaid,advisory
KBOS-5-9664,"Q) KZBW/QXXXX/I/NBO/A/000/999/4221N07100W025
A) KBOS
B) 2503052145
C) 2510152145EST
E) ODP GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
DIVERSE VECTOR AREA (RADAR VECTORS), ORIG ...
RWY 22R, REQUIRES MINIMUM CLIMB OF 406 FT PER NM TO 1000. ALL OTHER DATA REMAINS AS PUBLISHED",KBOS,KZBW/QXXXX/I/NBO/A/000/999/4221N07100W025,KZBW,QXXXX,I,NBO,A,0.0,999.0,4221N07100W025,KBOS,2503052145,2510152145EST,,"ODP GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
DIVERSE VECTOR AREA (RADAR VECTORS), ORIG ...
RWY 22R, REQUIRES MINIMUM CLIMB OF 406 FT PER NM TO 1000. ALL OTHER DATA REMAINS AS PUBLISHED",runway,advisory
KBOS-5-7941,"Q) KZBW/QPDCH/I/NBO/A/000/999/4221N07100W005
A) KBOS
B) 2510081405
C) 2710081405EST
E) BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 15...
NOTE: RWY 04L IN ADDITION TO EXISTING TAKEOFF OBSTACLE NOTES, ADD: TREE 3930 FT FROM DER, 1367 FT LEFT OF CENTERLINE, 172 FT MSL. TREES, SMOKESTACKS, POLES, BUILDINGS, TRAVERSE WAY BEGINNING 3972 FT FROM DER, 476 FT LEFT OF CENTERLINE, UP TO 74 FT AGL/198 FT MSL. TREES, POLE BEGINNING 4344 FT FROM DER, 1034 FT LEFT OF CENTERLINE, UP TO 202 FT MSL. TREES, POLE, BUILDING BEGINNING 4386 FT FROM DER, 755 FT LEFT OF CENTERLINE, UP TO 183 FT MSL.",KBOS,KZBW/QPDCH/I/NBO/A/000/999/4221N07100W005,KZBW,QPDCH,I,NBO,A,0.0,999.0,4221N07100W005,KBOS,2510081405,2710081405EST,,"BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 15...
NOTE: RWY 04L IN ADDITION TO EXISTING TAKEOFF OBSTACLE NOTES, ADD: TREE 3930 FT FROM DER, 1367 FT LEFT OF CENTERLINE, 172 FT MSL. TREES, SMOKESTACKS, POLES, BUILDINGS, TRAVERSE WAY BEGINNING 3972 FT FROM DER, 476 FT LEFT OF CENTERLINE, UP TO 74 FT AGL/198 FT MSL. TREES, POLE BEGINNING 4344 FT FROM DER, 1034 FT LEFT OF CENTERLINE, UP TO 202 FT MSL. TREES, POLE, BUILDING BEGINNING 4386 FT FROM DER, 755 FT LEFT OF CENTERLINE, UP TO 183 FT MSL.",navaid,advisory
KBOS-03-244,03/244 NOTAMN Q) KZBW/QOLAS/IV/M/E/000/004/4221N07100W005 A) KBOS B) 2603121246 C) 2610152359 E) TOWER LGT (ASR 1261031) 421421.80N0705752.60W (7.7NM SSE BOS) 365.8FT (358.9FT AGL) U/S,KBOS,KZBW/QOLAS/IV/M/E/000/004/4221N07100W005,KZBW,QOLAS,IV,M,E,0.0,4.0,4221N07100W005,KBOS,2603121246,2610152359,,TOWER LGT (ASR 1261031) 421421.80N0705752.60W (7.7NM SSE BOS) 365.8FT (358.9FT AGL) U/S,lighting,advisory
KBOS-04-303,"04/303 NOTAMN 
Q) KZBW/QFALC/IV/NBO/A/000/999/4221N07100W005 
A) KBOS 
B) 2604210401 
C) 2610300359 

E) AP CLSD NON-SKED TRANSIENT GA ACFT EXC 24HR 
PPR 617-561-2500",KBOS,KZBW/QFALC/IV/NBO/A/000/999/4221N07100W005,KZBW,QFALC,IV,NBO,A,0.0,999.0,4221N07100W005,KBOS,2604210401,2610300359,,"AP CLSD NON-SKED TRANSIENT GA ACFT EXC 24HR 
PPR 617-561-2500",airspace,advisory
KBOS-06-281,"06/281 NOTAMN 
Q) KZBW/QOBXX/IV/M//000//4221N07100W005 
A) KBOS 
B) 2606121023 
C) 2706301500 
E) CRANE (ASN 2024-ANE-3514-OE) 422349N0705942W (2.1NM NNE BOS) 244FT (225FT AGL) FLAGGED AND LGTD",KBOS,KZBW/QOBXX/IV/M//000//4221N07100W005,KZBW,QOBXX,IV,M,,0.0,,4221N07100W005,KBOS,2606121023,2706301500,,CRANE (ASN 2024-ANE-3514-OE) 422349N0705942W (2.1NM NNE BOS) 244FT (225FT AGL) FLAGGED AND LGTD,lighting,advisory
KBOS-6-8099,"Q) KZBW/QPDCH/I/NBO/A/000/999/4221N07100W005
A) KBOS
B) 2606132116
C) 2701232046EST
E) BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 15...
TKOF MNM: RWY 04L, INCREASE CEILING AND VISIBILITY TO 300-1 1/2 OR STD WITH MINIMUM CLIMB GRADIENT OF 369 FT PER NM TO 400.
TKOF MNM: RWY 04R, 300 - 1 1/2 OR STD WITH MINIMUM CLIMB GRADIENT OF 252 FT PER NM TO 400.
TAKEOFF OBSTACLES: RWY 04L TEMPORARY CRANE 7294 FT FROM DER 47FT RIGHT OF CL, 225FT AGL/244FT MSL.
ALL OTHER DATA REMAINS AS PUBLISHED 2024-ANE-3514-OE.",KBOS,KZBW/QPDCH/I/NBO/A/000/999/4221N07100W005,KZBW,QPDCH,I,NBO,A,0.0,999.0,4221N07100W005,KBOS,2606132116,2701232046EST,,"BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 15...
TKOF MNM: RWY 04L, INCREASE CEILING AND VISIBILITY TO 300-1 1/2 OR STD WITH MINIMUM CLIMB GRADIENT OF 369 FT PER NM TO 400.
TKOF MNM: RWY 04R, 300 - 1 1/2 OR STD WITH MINIMUM CLIMB GRADIENT OF 252 FT PER NM TO 400.
TAKEOFF OBSTACLES: RWY 04L TEMPORARY CRANE 7294 FT FROM DER 47FT RIGHT OF CL, 225FT AGL/244FT MSL.
ALL OTHER DATA REMAINS AS PUBLISHED 2024-ANE-3514-OE.",navaid,advisory
KBOS-6-8101,"Q) KZBW/QPIXX/I/NBO/A/000/999/4221N07100W005
A) KBOS
B) 2606132130
C) 2701232119EST
E) BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
RNAV (GPS) X RWY 22L, AMDT 1F...
LNAV/VNAV DA 540/HAT 524.
TEMPORARY CRANE 244FT MSL 225FT AGL 7294FT N OF APCH END RWY 22L.
2024-ANE-3514-OE.",KBOS,KZBW/QPIXX/I/NBO/A/000/999/4221N07100W005,KZBW,QPIXX,I,NBO,A,0.0,999.0,4221N07100W005,KBOS,2606132130,2701232119EST,,"BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
RNAV (GPS) X RWY 22L, AMDT 1F...
LNAV/VNAV DA 540/HAT 524.
TEMPORARY CRANE 244FT MSL 225FT AGL 7294FT N OF APCH END RWY 22L.
2024-ANE-3514-OE.",navaid,advisory
KBOS-6-8102,"Q) KZBW/QPIXX/I/NBO/A/000/999/4221N07100W005
A) KBOS
B) 2606132134
C) 2701232130EST
E) BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
RNAV (GPS) Y RWY 22L, ORIG-B...
LNAV/VNAV DA 500/HAT 484.
TEMPORARY CRANE 244FT MSL 225FT AGL 7294FT N OF APCH END RWY 22L.
2024-ANE-3514-OE.",KBOS,KZBW/QPIXX/I/NBO/A/000/999/4221N07100W005,KZBW,QPIXX,I,NBO,A,0.0,999.0,4221N07100W005,KBOS,2606132134,2701232130EST,,"BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
RNAV (GPS) Y RWY 22L, ORIG-B...
LNAV/VNAV DA 500/HAT 484.
TEMPORARY CRANE 244FT MSL 225FT AGL 7294FT N OF APCH END RWY 22L.
2024-ANE-3514-OE.",navaid,advisory
KBOS-06-176,"06/176 NOTAMN 
Q) KZBW/QLJAS/IV/NBO/A/000/999/4221N07100W005 
A) KBOS 
B) 2606151000 
C) 2607312300 
E) RWY 15R RAI LGT U/S",KBOS,KZBW/QLJAS/IV/NBO/A/000/999/4221N07100W005,KZBW,QLJAS,IV,NBO,A,0.0,999.0,4221N07100W005,KBOS,2606151000,2607312300,,RWY 15R RAI LGT U/S,runway,critical
KBOS-06-436,"06/436 NOTAMN 
Q) KZBW/QMMXX/V/M/A/000/999/4221N07100W005 
A) KBOS 
B) 2606200930 
C) 2607312359 

E) RWY 33R TWY DIRECTION SIGN AT TWY N LGT U/S",KBOS,KZBW/QMMXX/V/M/A/000/999/4221N07100W005,KZBW,QMMXX,V,M,A,0.0,999.0,4221N07100W005,KBOS,2606200930,2607312359,,RWY 33R TWY DIRECTION SIGN AT TWY N LGT U/S,runway,advisory
KBOS-06-660,"06/660 NOTAMR 
Q) KZBW/QOBXX/IV/M//000//4221N07100W005 
A) KBOS 
B) 2606291642 
C) 2608050400 
E) TOWER (ASN 2026-ANE-1402-OE) 422056N0710145W (1.3NM SW BOS) 77FT (67FT AGL) NOT LGTD",KBOS,KZBW/QOBXX/IV/M//000//4221N07100W005,KZBW,QOBXX,IV,M,,0.0,,4221N07100W005,KBOS,2606291642,2608050400,,TOWER (ASN 2026-ANE-1402-OE) 422056N0710145W (1.3NM SW BOS) 77FT (67FT AGL) NOT LGTD,lighting,advisory
KBOS-07-048,"07/048 NOTAMN 
Q) KZBW/QCAAS/IV/B/AE/000/999/4221N07100W025 
A) KBOS 
B) 2607021234 
C) 2607162359 

E) REMOTE TRANS/REC 132.225 U/S",KBOS,KZBW/QCAAS/IV/B/AE/000/999/4221N07100W025,KZBW,QCAAS,IV,B,AE,0.0,999.0,4221N07100W025,KBOS,2607021234,2607162359,,REMOTE TRANS/REC 132.225 U/S,admin,advisory
KBOS-07-095,"07/095 NOTAMN 
Q) KZBW/QMMXX/V/M/A/000/999/4221N07100W005 
A) KBOS 
B) 2607041808 
C) 2607312359 

E) TWY C TWY DIRECTION SIGN FOR TWY B LGT U/S",KBOS,KZBW/QMMXX/V/M/A/000/999/4221N07100W005,KZBW,QMMXX,V,M,A,0.0,999.0,4221N07100W005,KBOS,2607041808,2607312359,,TWY C TWY DIRECTION SIGN FOR TWY B LGT U/S,taxiway,advisory
KBOS-07-096,"07/096 NOTAMN 
Q) KZBW/QMMXX/V/M/A/000/999/4221N07100W005 
A) KBOS 
B) 2607041809 
C) 2607312359 

E) TWY B TWY DIRECTION SIGN FOR TWY C LGT U/S",KBOS,KZBW/QMMXX/V/M/A/000/999/4221N07100W005,KZBW,QMMXX,V,M,A,0.0,999.0,4221N07100W005,KBOS,2607041809,2607312359,,TWY B TWY DIRECTION SIGN FOR TWY C LGT U/S,taxiway,advisory
KBOS-6-3887,"Q) KZBW/QPIXX/I/NBO/A/000/999/4221N07100W005
A) KBOS
B) 2606291953
C) 2702081952EST
E) BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
ILS OR LOC RWY 15R, AMDT 2B...
ALTERNATE MNM NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
GDM VOR/DME NOT MNT.",KBOS,KZBW/QPIXX/I/NBO/A/000/999/4221N07100W005,KZBW,QPIXX,I,NBO,A,0.0,999.0,4221N07100W005,KBOS,2606291953,2702081952EST,,"BOS GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
ILS OR LOC RWY 15R, AMDT 2B...
ALTERNATE MNM NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
GDM VOR/DME NOT MNT.",navaid,advisory
KBOS-07-223,"07/223 NOTAMR 
Q) KZBW/QMRLC/IV/NBO/A/000/999/4221N07100W005 
A) KBOS 
B) 2607100547 
C) 2607312359 

E) RWY 15L/33R CLSD EXC TAX 30MIN 
PPR 617-561-1919",KBOS,KZBW/QMRLC/IV/NBO/A/000/999/4221N07100W005,KZBW,QMRLC,IV,NBO,A,0.0,999.0,4221N07100W005,KBOS,2607100547,2607312359,,"RWY 15L/33R CLSD EXC TAX 30MIN 
PPR 617-561-1919",runway,advisory
KBOS-07-225,"07/225 NOTAMR 
Q) KZBW/QMMXX/V/M/A/000/999/4221N07100W005 
A) KBOS 
B) 2607100552 
C) 2607312300 

E) RWY 22L LEAD OFF CL MARKINGS AT TWY P OBSC",KBOS,KZBW/QMMXX/V/M/A/000/999/4221N07100W005,KZBW,QMMXX,V,M,A,0.0,999.0,4221N07100W005,KBOS,2607100552,2607312300,,RWY 22L LEAD OFF CL MARKINGS AT TWY P OBSC,runway,advisory
KBOS-07-226,"07/226 NOTAMR 
Q) KZBW/QMMXX/V/M/A/000/999/4221N07100W005 
A) KBOS 
B) 2607100552 
C) 2607312300 

E) RWY 04R LEAD OFF CL MARKINGS AT TWY Y OBSC",KBOS,KZBW/QMMXX/V/M/A/000/999/4221N07100W005,KZBW,QMMXX,V,M,A,0.0,999.0,4221N07100W005,KBOS,2607100552,2607312300,,RWY 04R LEAD OFF CL MARKINGS AT TWY Y OBSC,runway,advisory
KBOS-07-227,"07/227 NOTAMR 
Q) KZBW/QMMXX/V/M/A/000/999/4221N07100W005 
A) KBOS 
B) 2607100553 
C) 2607312300 

E) RWY 04R LEAD OFF CL MARKINGS AT TWY Y OBSC",KBOS,KZBW/QMMXX/V/M/A/000/999/4221N07100W005,KZBW,QMMXX,V,M,A,0.0,999.0,4221N07100W005,KBOS,2607100553,2607312300,,RWY 04R LEAD OFF CL MARKINGS AT TWY Y OBSC,runway,advisory
KBNA-01-071,"01/071 NOTAMN 
Q) KZME/QMXLC/IV/M/A/000/999/3607N08640W005 
A) KBNA 
B) 2601061400 
C) 2608122200 

E) TWY L BTN TWY B AND TWY T3 CLSDTWY T3RSTRCTN>0? TO|",KBNA,KZME/QMXLC/IV/M/A/000/999/3607N08640W005,KZME,QMXLC,IV,M,A,0.0,999.0,3607N08640W005,KBNA,2601061400,2608122200,,TWY L BTN TWY B AND TWY T3 CLSDTWY T3RSTRCTN>0? TO|,taxiway,advisory
KBNA-01-276,"01/276 NOTAMN 
Q) KZME//IV/M//000//3607N08640W005 
A) KBNA 
B) 2601152010 
C) 2612311500 
E) CRANE LGT (ASN UNKNOWN) 360811N0864008W ( 0.8NM NNE (BNAICAO))( UNKNOWN) ( 155FT AGL) FLAGGED AND LGTD",KBNA,KZME//IV/M//000//3607N08640W005,KZME,,IV,M,,0.0,,3607N08640W005,KBNA,2601152010,2612311500,,CRANE LGT (ASN UNKNOWN) 360811N0864008W ( 0.8NM NNE (BNAICAO))( UNKNOWN) ( 155FT AGL) FLAGGED AND LGTD,lighting,advisory
KBNA-6-1503,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2602091552
C) 2609211536EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) RWY 13, AMDT 1B...
LNAV/VNAV DA 986/HAT 419.",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2602091552,2609211536EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) RWY 13, AMDT 1B...
LNAV/VNAV DA 986/HAT 419.",navaid,advisory
KBNA-03-085,"03/085 NOTAMN 
Q) KZME//IV/M//000//3607N08640W005 
A) KBNA 
B) 2603051534 
C) 2612312300 
E) RIG LGT (ASN UNKNOWN) 360811N0864008W ( .8NM NNE (BNAICAO))( UNKNOWN) ( 40FT AGL) FLAGGED AND LGTD",KBNA,KZME//IV/M//000//3607N08640W005,KZME,,IV,M,,0.0,,3607N08640W005,KBNA,2603051534,2612312300,,RIG LGT (ASN UNKNOWN) 360811N0864008W ( .8NM NNE (BNAICAO))( UNKNOWN) ( 40FT AGL) FLAGGED AND LGTD,lighting,advisory
KBNA-03-086,"03/086 NOTAMN 
Q) KZME/QOBXX/IV/M//000//3607N08640W005 
A) KBNA 
B) 2603111100 
C) 2612312300 
E) CRANE (ASN 2025-ASO-11266-NRA) 360811N0864008W (0.8NM NNE BNA) 749FT (200FT AGL) FLAGGED AND LGTD",KBNA,KZME/QOBXX/IV/M//000//3607N08640W005,KZME,QOBXX,IV,M,,0.0,,3607N08640W005,KBNA,2603111100,2612312300,,CRANE (ASN 2025-ASO-11266-NRA) 360811N0864008W (0.8NM NNE BNA) 749FT (200FT AGL) FLAGGED AND LGTD,lighting,advisory
KBNA-6-8155,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2603131448
C) 2610231448EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) RWY 20C, ORIG-B...
LNAV MDA 1060/HAT 472 ALL CATS, VIS CATS C/D 1 3/8. VDP 1.3NM TO RW20C. TEMPORARY CRANE 753 MSL 3623FT NE OF RWY 20C (2025-ASO-6774-NRA). TEMPORARY CRANES UP TO 754 MSL 4012FT NE OF RWY 20C (2025-ASO-11266 THRU 11278-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2603131448,2610231448EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) RWY 20C, ORIG-B...
LNAV MDA 1060/HAT 472 ALL CATS, VIS CATS C/D 1 3/8. VDP 1.3NM TO RW20C. TEMPORARY CRANE 753 MSL 3623FT NE OF RWY 20C (2025-ASO-6774-NRA). TEMPORARY CRANES UP TO 754 MSL 4012FT NE OF RWY 20C (2025-ASO-11266 THRU 11278-NRA).",navaid,advisory
KBNA-6-8157,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2603131447
C) 2610231447EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (RNP) Z RWY 20L, AMDT 3...
RNP 0.15 DA 963/HAT 412 ALL CATS, VIS ALL CATS RVR 4000. TEMPORARY CRANES UP TO 754 MSL 2671FT W OF RWY 20L (2025-ASO-11266 THRU 11278-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2603131447,2610231447EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (RNP) Z RWY 20L, AMDT 3...
RNP 0.15 DA 963/HAT 412 ALL CATS, VIS ALL CATS RVR 4000. TEMPORARY CRANES UP TO 754 MSL 2671FT W OF RWY 20L (2025-ASO-11266 THRU 11278-NRA).",navaid,advisory
KBNA-6-8159,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2603131447
C) 2610231447EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) Y RWY 20L, AMDT 3...
LNAV/VNAV DA 965/HAT 414 ALL CATS, VIS ALL CATS RVR 4000. LNAV MDA 1060/HAT 509 ALL CATS, VIS CATS C/D RVR 5500. VDP NA. TEMPORARY CRANES UP TO 754 MSL 2671FT W OF RWY 20L (2025-ASO-11266 THRU 11278-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2603131447,2610231447EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) Y RWY 20L, AMDT 3...
LNAV/VNAV DA 965/HAT 414 ALL CATS, VIS ALL CATS RVR 4000. LNAV MDA 1060/HAT 509 ALL CATS, VIS CATS C/D RVR 5500. VDP NA. TEMPORARY CRANES UP TO 754 MSL 2671FT W OF RWY 20L (2025-ASO-11266 THRU 11278-NRA).",navaid,advisory
KBNA-6-8169,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2603131640
C) 2610231639EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) Y RWY 20R, AMDT 4...
LNAV/VNAV DA 965/HAT 387 ALL CATS, VIS ALL CATS RVR 5000. LNAV MDA 1060/HAT 482 ALL CATS, VIS CATS A/B RVR 5000, CATS C/D RVR 6000. TEMPORARY CRANES UP TO 754 MSL 2753FT SE OF RWY 20R (2025-ASO-11266 THRU 11278-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2603131640,2610231639EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (GPS) Y RWY 20R, AMDT 4...
LNAV/VNAV DA 965/HAT 387 ALL CATS, VIS ALL CATS RVR 5000. LNAV MDA 1060/HAT 482 ALL CATS, VIS CATS A/B RVR 5000, CATS C/D RVR 6000. TEMPORARY CRANES UP TO 754 MSL 2753FT SE OF RWY 20R (2025-ASO-11266 THRU 11278-NRA).",navaid,advisory
KBNA-6-0786,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2603191244
C) 2610291244EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20R, AMDT 13...
SIDESTEP 20C MDA 1060/HAT 472 ALL CATS. TEMPORARY CRANES UP TO 754 MSL 2753FT SE OF RWY 20R (2025-ASO-11266 THRU 11278-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2603191244,2610291244EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20R, AMDT 13...
SIDESTEP 20C MDA 1060/HAT 472 ALL CATS. TEMPORARY CRANES UP TO 754 MSL 2753FT SE OF RWY 20R (2025-ASO-11266 THRU 11278-NRA).",navaid,advisory
KBNA-6-1917,"Q) KZME/QXXXX/I/NBO/A/000/999/3607N08640W025
A) KBNA
B) 2603201947
C) 2610301947EST
E) IAP NASHVILLE INTL, NASHVILLE, TN.
ILS RWY 2L (CAT II AND III), AMDT 12 ...
S-ILS 2L (CAT II) NA EXCEPT FOR AIRCRAFT EQUIPPED WITH RADIO ALTIMETER, I-BNA INNER MARKER OUT OF SERVICE",KBNA,KZME/QXXXX/I/NBO/A/000/999/3607N08640W025,KZME,QXXXX,I,NBO,A,0.0,999.0,3607N08640W025,KBNA,2603201947,2610301947EST,,"IAP NASHVILLE INTL, NASHVILLE, TN.
ILS RWY 2L (CAT II AND III), AMDT 12 ...
S-ILS 2L (CAT II) NA EXCEPT FOR AIRCRAFT EQUIPPED WITH RADIO ALTIMETER, I-BNA INNER MARKER OUT OF SERVICE",navaid,advisory
